Sentence,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
" nsa revelations boost corporate paranoia state surveillance on mild day late august german police helicopter buzzed low us consulate frankfurt , financial capital germany ",0,172,24,0,0,1,0,0,25,0,0,0,0,0,146,0,0,0
" on instruction office protection constitution (bfv), germany &apos;s domestic intelligence agency , mission photograph rooftop us outpost , located less 5km european central bank bundesbank ",0,191,25,0,0,7,0,0,26,0,0,0,0,0,157,1,0,0
 german media say bfv hoped identify presence listening antennas action prompted exchange us german foreign ministry berlin ,0,124,17,0,0,0,0,0,18,0,0,0,0,0,106,0,0,0
" james clapper , us director national intelligence , insisted september us use foreign intelligence capabilities &quot; steal trade secrets foreign companies behalf us companies enhance international competitiveness increase bottom line ",0,237,30,0,0,4,0,0,31,0,0,0,0,0,202,0,0,0
" &quot; but ever since edward snowden , contractor turned whistleblower , began releasing treasure trove us surveillance secrets , european governments business leaders longer sure whether take director word ",0,208,29,0,0,5,0,0,30,0,0,0,0,0,173,0,0,0
 reports us national security agency spied brazilian oil company petrobras gained access data held us cloud providers including google yahoo ratcheted corporate paranoia state surveillance new highs ,0,199,27,0,0,0,0,0,28,0,0,0,0,0,171,0,0,0
" the final straw came revealed chancellor angela merkel &apos;s phone bugged , possibly decade ",0,95,14,0,0,3,0,0,15,0,0,0,0,0,77,0,0,0
" if europe &apos;s powerful person targeted , surely business leaders also potential targets ",0,93,13,0,0,3,0,0,14,0,0,0,0,0,76,0,0,0
 snowden made transparent intensive collaboration us intelligence services companies ,0,85,9,0,0,0,0,0,10,0,0,0,0,0,75,0,0,0
 i think &apos;s conceivable data used mutual benefit ,0,54,8,0,0,2,0,0,9,0,0,0,0,0,43,0,0,0
" &quot; germany must wake , &quot; says oliver grã¼n , president bitmi , represents small medium sized german it companies ",0,123,20,0,0,7,0,0,21,0,0,0,0,0,93,0,0,0
" german companies believe us poses almost big risk china comes industrial espionage data theft , according survey published july ey , consultancy ",0,146,22,0,0,2,0,0,23,0,0,0,0,0,121,0,0,0
" in documentation leaked mr snowden , , however , evidence date us passed foreign companies &apos; trade secrets companies ",0,123,19,0,0,5,0,0,20,0,0,0,0,0,98,0,0,0
 politicians expressed concern eu lacks certain it internet capabilities strive reduce dependence us ,0,101,13,0,0,0,0,0,14,0,0,0,0,0,87,0,0,0
 business leaders sceptical ,0,28,3,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0
 someone german parliament says build german google ,0,52,7,0,0,0,0,0,8,0,0,0,0,0,44,0,0,0
 i shut eyes slowly open ,0,25,5,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0
" &quot; that &apos;s way , &quot; hasso plattner , chairman german business software company sap , says ",0,104,17,0,0,9,0,0,18,0,0,0,0,0,77,0,0,0
" if one wanted strong european it industry , one &apos;t let die 20 years ago ",0,78,15,0,0,3,0,0,16,0,0,0,0,0,57,2,0,0
" everything subsidised germany , coal , cars farmers ",0,53,8,0,0,2,0,0,9,0,0,0,0,0,42,0,0,0
 everything it industry ,0,24,3,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0
" still , reach technical sophistication us spy agencies exposed snowden revelations come shock companies previously thought biggest surveillance risk posed china ",0,162,21,0,0,1,0,0,22,0,0,0,0,0,139,0,0,0
 a big shift occurring cloud computing european executives become aware data stored us subject jurisdiction therefore potentially vulnerable ,0,141,18,0,0,0,0,0,19,0,0,0,0,0,122,0,0,0
" according survey carried cloud security alliance , trade body , 10 per cent non-us members cancelled plans use us-based cloud provider revelations us prism data mining programme ",0,179,27,0,0,4,0,0,28,0,0,2,0,0,145,2,0,0
" jim snabe , co-chief executive sap , says: &quot; we see new question customers &apos;t come year ago - data stored guarantee stays physically jurisdiction ",0,157,25,0,0,9,0,0,26,0,0,2,0,0,122,0,0,0
 &quot; many german executives argue latest reports simply confirmation already knew: powerful states want steal prized secrets data must therefore guarded costs ,0,162,22,0,0,3,0,0,23,0,0,0,0,0,136,0,0,0
 that economic spying takes place surprise ,0,43,6,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0
 it always taken place ,0,23,4,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0
" &quot; this topic many years &apos;t fundamentally changed current discussion , &quot; says kurt bock , chief executive chemical maker basf ",0,141,21,0,0,8,0,0,22,0,0,0,0,0,111,0,0,0
" the americans spy us commercial industrial level spy , national interest defend businesses ",0,92,13,0,0,1,0,0,14,0,0,0,0,0,77,0,0,0
" corporate leaders generally keen boast countermeasures taken , case hands advantage attacker ",0,94,12,0,0,1,0,0,13,0,0,0,0,0,80,0,0,0
" for large companies , message long since drummed home picking free usb stick trade fair , leaving laptop unguarded hotel room unwise , say least ",0,146,25,0,0,3,0,0,26,0,0,0,0,0,117,0,0,0
" ulrich hackenberg , board member carmaker audi , says standard practice years mobile phones collected board meetings cannot used remote listening devices ",0,155,22,0,0,2,0,0,23,0,0,0,0,0,130,0,0,0
 germany &apos;s bfv advises executives consider using simple prepaid mobiles foreign trips risk smart phones compromised ,0,122,16,0,0,2,0,0,17,0,0,0,0,0,103,0,0,0
 the prepaid mobiles thrown away afterwards ,0,44,6,0,0,0,0,0,7,0,0,0,0,0,37,0,0,0
" however , concern small medium-sized companies remain vulnerable hacking surveillance ",0,87,10,0,0,2,0,0,11,0,0,1,0,0,74,0,0,0
" in germany , many companies global market leaders particular niche ",0,68,10,0,0,1,0,0,11,0,0,0,0,0,56,0,0,0
" &quot; small medium sized companies often lack experience , personnel financial resources protect corporate secrets effectively unauthorised access , &quot; bfv warns report ",0,175,23,0,0,6,0,0,24,0,0,0,0,0,145,0,0,0
 the us warns companies economic espionage countries ,0,53,7,0,0,0,0,0,8,0,0,0,0,0,45,0,0,0
" the us national intelligence estimate february named france alongside russia israel second tier offenders engage hacking economic intelligence , behind china , according the washington post ",0,191,26,0,0,2,0,0,27,0,0,0,0,0,162,0,0,0
" a board member german blue-chip company concurred comes economic espionage , &quot; french worst ",0,98,14,0,0,4,0,0,15,0,0,1,0,0,79,0,0,0
" &quot; bernard squarcini , former head french internal intelligence agency dcri , quoted interview month saying: &quot; the services know perfectly well countries , even co-operate antiterrorist fight , spy allies ",0,215,31,0,0,10,0,0,32,0,0,1,0,0,173,0,0,0
" &quot; gechingen: absolute protection possible &quot; we want involve residents planning early stage possible , &quot; said mayor jens hã¤uãler , opening citizen &apos;s information event regarding flood protection concept gechingen ",0,235,31,0,0,11,0,0,32,0,0,0,0,0,188,0,0,0
" around 80 participants came gemeindehalle (community hall) planned measures explained , express concerns submit ideas ",0,119,15,0,0,3,0,0,16,0,0,0,0,0,98,2,0,0
 hã¤uãler made clear: &quot; the final decisions made members town council &quot; ,0,83,12,0,0,5,0,0,13,0,0,0,0,0,61,0,0,0
" hã¤uãler commented flood found gechingen unprepared 15 may 2009 , decisive event raising question protective measures future ",0,127,17,0,0,1,0,0,18,0,0,0,0,0,98,6,0,0
" a river basin study commissioned collaboration neighbouring community aidlingen , forms basis flood protection concept gechingen ",0,130,16,0,0,1,0,0,17,0,0,0,0,0,112,0,0,0
" &quot; the goal protection many developed plots land possible , &quot; said hã¤uãler ",0,87,13,0,0,5,0,0,14,0,0,0,0,0,64,0,0,0
" the basis plans need protection expected floods , statistically occurs every 100 years , according german weather service ",0,123,18,0,0,2,0,0,19,0,0,0,0,0,99,3,0,0
 climate change taken account form allowance 15 per cent ,0,57,9,0,0,0,0,0,10,0,0,0,0,0,45,2,0,0
 in expert circles referred &quot; hq 100aklima &quot; ,0,55,8,0,0,4,0,0,9,0,0,0,0,0,39,3,0,0
" the masses water caused considerable damage gechingen 2009 equivalent 1,000-year flood ",0,88,11,0,0,2,0,0,12,0,0,1,0,0,66,8,0,0
" &quot; there thing absolute protection , attempt make relative improvement , &quot; said hã¤uãler ",0,100,14,0,0,6,0,0,15,0,0,0,0,0,75,0,0,0
" in order achieve hq 100aklima protection , around four million  must invested gechingen , whereby town count state subsidy around 70 per cent ",0,143,23,0,0,2,0,0,24,0,0,0,0,0,111,5,0,2
" however , hã¤uãler indicated funding would provided overall concept developed ",0,80,10,0,0,1,0,0,11,0,0,0,0,0,64,0,0,0
" in order develop concept , town reliant cooperation citizens ",0,62,9,0,0,1,0,0,10,0,0,0,0,0,51,0,0,1
 a complex planning approval procedure must completed ,0,54,7,0,0,0,0,0,8,0,0,0,0,0,46,0,0,0
" in best case scenario , implementation could begin 2016 ",0,57,9,0,0,1,0,0,10,0,0,0,0,0,42,4,0,0
" among measures , protection concept , (we reported) already presented town council past week , plans local measures tributary river irm , running stammheim valley ",0,164,25,0,0,6,0,0,26,0,0,0,0,0,132,0,0,0
" in conjunction presentation flood protection concept , participants made use opportunity submit concerns ",0,106,13,0,0,1,0,0,14,0,0,0,0,0,91,0,0,0
" among others , question raised embankments detention reservoirs longer planned protect location ",0,97,12,0,0,1,0,0,13,0,0,0,0,0,83,0,0,0
" gregor kã¼hn , technical planner commissioned engineering company , hã¼gelsheim-based &apos; wald und corbe &apos; , presented concept , emphasised required interplay proposed measures , order sum might achieve desired goal ",0,225,31,0,0,10,0,0,32,0,0,1,0,0,179,0,0,2
" furthermore , economic solution must found , said joachim wald wald und corbe ",0,79,13,0,0,2,0,0,14,0,0,0,0,0,63,0,0,0
" there resentment among local residents old town , repeatedly suffer result overflowing canal network , even normal thunderstorms ",0,130,18,0,0,2,0,0,19,0,0,0,0,0,109,0,0,0
 the problem known administrative department initial measures already taken ,0,76,9,0,0,0,0,0,10,0,0,0,0,0,66,0,0,0
" however , hã¤uãler indicated guidelines canal systems different flood protection , must confused ",0,99,13,0,0,2,0,0,14,0,0,0,0,0,79,0,0,0
 the town obliged design canal network way withstand rainfall events every two three years ,0,91,14,0,0,0,0,0,15,0,0,0,0,0,76,0,0,0
 to make sewerage channels wider would gobble millions ,0,55,8,0,0,0,0,0,9,0,0,0,0,0,46,0,0,0
 $ 325m rescue package tassie health the federal government insists $ 325 million rescue package tasmania &apos;s ailing health system tough conditions attached ensure state government &apos;t waste funds ,0,205,29,0,0,6,0,0,30,0,0,0,0,0,163,6,0,0
" federal health minister tanya plibersek announced commonwealth taking &quot; urgent action &quot; head crisis caused island state &apos;s aging population , higher rates chronic disease system constraints ",0,206,27,0,0,7,0,0,28,0,0,0,0,0,171,0,1,0
" the funding , four years , decided government consultations tasmanian independent mp andrew wilkie ",0,100,14,0,0,2,0,0,15,0,0,0,0,0,83,0,0,0
" &quot; the government come emergency rescue package believe address unique challenges faced state , &quot; ms plibersek said today ",0,132,19,0,0,5,0,0,20,0,0,0,0,0,107,0,0,0
 the $ 325 million package includes $ 31 million elective surgery blitz ,0,72,12,0,0,2,0,0,13,0,0,0,0,0,52,5,0,0
 an additional 2600 operations including orthopedic cataract surgery help clear backlog ,0,88,11,0,0,0,0,0,12,0,0,0,0,0,72,4,0,0
" there &apos;s also money walk-in clinics hobart launceston , better after-hospital care , medical specialist training , mental health services rollout personal electronic health record systems local hospitals ",0,210,28,0,0,7,0,0,29,0,0,2,0,0,174,0,0,0
" &quot; these investments respond ideas front-line clinicians told best ways tend tasmania &apos;s health system , &quot; ms plibersek said ",0,140,20,0,0,8,0,0,21,0,0,1,0,0,111,0,0,0
 the minister insisted tasmanian government would face strict reporting accountability regime ,0,94,11,0,0,0,0,0,12,0,0,0,0,0,82,0,0,0
 the state would maintain current funding levels order receive commonwealth cash report monthly spending extra funds ,0,117,16,0,0,0,0,0,17,0,0,0,0,0,100,0,0,1
 a three-person commission set ensure state delivering services effectively efficiently possible ,0,97,11,0,0,1,0,0,12,0,0,1,0,0,84,0,0,0
 mr wilkie today said $ 325 million would count little &quot; unless &apos;s followed genuine reform put tasmania &apos;s public health system sustainable footing ,0,163,24,0,0,7,0,0,25,0,0,0,0,0,128,3,0,1
 &quot; he nevertheless praised government responding request urgent assistance first raised prime minister beginning may ,0,122,15,0,0,2,0,0,16,0,0,0,0,0,104,0,0,0
" &quot; i &apos;m hopeful federal assistance package go long way towards taking state &apos;s public health system critical list , &quot; mr wilkie said ",0,153,24,0,0,9,0,0,25,0,0,0,0,0,119,0,0,0
 according state government additional elective procedures largely reverse recent cuts ,0,87,10,0,0,0,0,0,11,0,0,0,0,0,76,0,0,0
 but federal opposition health spokesman peter dutton believes today &apos;s announcement &quot; band-aid solution ,0,115,14,0,0,5,0,0,15,0,0,1,0,0,95,0,0,0
" &quot; &quot; the reason labor state government ripped $ 430 million health system , &quot; told abc tv ",0,105,18,0,0,8,0,0,19,0,0,0,0,0,75,3,0,0
 you &apos;t state government ripping almost half-a-billion dollars commonwealth put $ 300 million pretend &apos;s good news day ,0,129,18,0,0,7,0,0,19,0,0,2,0,0,100,3,0,0
 mr dutton called ms plibersek guarantee one dollar rescue package would spent additional bureaucracy ,0,102,14,0,0,0,0,0,15,0,0,0,0,0,87,0,0,0
" mozambique security concerns mount powerful personalities clash with statue samora machel , mozambique &apos;s founding president , staring , thousands people gathered central maputo chant peace slogans rare public demonstration ",0,230,30,0,0,5,0,0,31,0,0,0,0,0,194,0,0,0
" &quot; we want peace back; want stability , &quot; said vanessa de sousa , chief executive investment company ",0,111,18,0,0,7,0,0,19,0,0,0,0,0,85,0,0,0
" fearful future country , swapped corporate attire t-shirt emblazoned &quot; demand security &quot; portuguese joined crowds capital &apos;s independence square thursday ",0,170,21,0,0,8,0,0,22,0,0,1,0,0,140,0,0,0
" for two weeks , almost daily reports clashes government forces renamo , worst skirmishes since peace deal 20 years ago ",0,120,20,0,0,2,0,0,21,0,0,0,0,0,95,2,0,0
" renamo notorious rebel movement , initially backed white-ruled rhodesia south africa &apos;s apartheid government part efforts destabilise country &apos;s independent government ",0,179,21,0,0,6,0,0,22,0,0,1,0,0,151,0,0,0
" after 1992 peace deal , became opposition party ",0,49,8,0,0,1,0,0,9,0,0,0,0,0,35,4,0,0
" analysts believe country unlikely slide back full-blown conflict , recent events unnerved foreign investors locals ",0,116,15,0,0,2,0,0,16,0,0,1,0,0,98,0,0,0
" the stakes high fast-growing economy discovery huge offshore gas reserves coal deposits northwest could bring $ 50bn investment next next years companies including rio tinto , vale brazil , eni italy anadarko us ",0,213,33,0,0,4,0,0,34,0,0,1,0,0,173,2,0,0
" the ruling frelimo party , dominant political force since 1975 , renamo blame tension ",0,87,14,0,0,2,0,0,15,0,0,0,0,0,66,4,0,0
" renamo says government initiated latest clashes launching attack members sofala province , traditionally renamo stronghold , october 17 ",0,137,18,0,0,2,0,0,19,0,0,0,0,0,114,2,0,0
" assaults former rebels escalated government forces attacked renamo bases attempted kill afonso dhlakama , group &apos;s leader , fernando mazanga , renamo &apos;s spokesman , told financial times ",0,197,28,0,0,8,0,0,29,0,0,0,0,0,160,0,0,0
" the government blames renamo triggering clashes , accusing attacking soldiers ",0,79,10,0,0,1,0,0,11,0,0,0,0,0,67,0,0,0
 president armando guebuza sought play concerns instability ,0,60,7,0,0,0,0,0,8,0,0,0,0,0,52,0,0,0
" mr guebuza told afp , french news agency , wednesday mr dhlakama saw &quot; loser &quot; wanted use &quot; whatever remains forces try prove impose government decisions ",0,170,27,0,0,8,0,0,28,0,0,0,0,0,134,0,0,0
 &quot; both frelimo renamo insist want avoid war ,0,50,8,0,0,2,0,0,9,0,0,0,0,0,39,0,0,0
 but concerns grown mr mazanga quoted saying renamo abandoning 1992 peace accord ,0,81,12,0,0,0,0,0,13,0,0,0,0,0,64,4,0,0
 he told ft meant agreement longer respected frelimo ,0,53,8,0,0,0,0,0,9,0,0,0,0,0,44,0,0,0
" &quot; our vision come back negotiations , seriousness , &quot; mr mazanga said ",0,81,13,0,0,6,0,0,14,0,0,0,0,0,61,0,0,0
 previous talks parties done little ease tensions fuelled series clashes year ,0,78,11,0,0,0,0,0,12,0,0,0,0,0,66,0,0,0
" &quot; it &apos;s two big men (guebuza dhlakama) butting heads together , &quot; said joseph hanlon , lecturer open university mozambique expert ",0,146,22,0,0,10,0,0,23,0,0,0,0,0,113,0,0,0
